["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete'", "ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(voice)')", "it.info = 'countries'", "it.info = 'votes distribution'", "k.keyword IN ('based-on-novel', 'based-on-novel', 'based-on-novel', 'based-on-novel', 'independent-film')", "mi.info IN ('English', 'USA', 'Color', 'Comedy', 'English')", "n.gender = 'm'", "t.production_year > 1995"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete'", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "it.info = 'genres'", "it.info = 'top 250 rank'", "k.keyword IN ('female-nudity', 'female-nudity', 'female-nudity', 'murder', 'female-nudity')", "mi.info IN ('Drama', 'Mono', 'Mono', 'Mono', 'Comedy')", "n.gender = 'm'", "t.production_year > 1923"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete+verified'", "ci.note IN ('(written by)', '(creator)', '(creator)', '(producer)', '(archive footage)')", "it.info = 'genres'", "it.info = 'rating'", "k.keyword IN ('based-on-novel', 'based-on-novel', 'based-on-novel', 'based-on-novel', 'based-on-novel')", "mi.info IN ('RAT:2.35 : 1', 'Crime', 'Short', 'Thriller', 'UK')", "n.gender = 'f'", "t.production_year > 1964"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete'", "ci.note IN ('(production assistant)', '(written by)', '(written by)', '(written by)', '(production assistant)')", "it.info = 'genres'", "it.info = 'votes'", "k.keyword IN ('female-nudity', 'murder', 'murder', 'murder', 'female-nudity')", "mi.info IN ('English', 'Color', 'USA', 'Drama', 'Drama')", "n.gender = 'f'", "t.production_year > 1930"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete+verified'", "ci.note IN ('(writer)', '(producer)', '(associate producer)', '(uncredited)', '(production assistant)')", "it.info = 'genres'", "it.info = 'rating'", "k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')", "mi.info IN ('Short', 'Color', 'USA', 'USA', 'Short')", "n.gender = 'm'", "t.production_year > 1927"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete+verified'", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "it.info = 'countries'", "it.info = 'top 250 rank'", "k.keyword IN ('female-nudity', 'female-nudity', 'murder', 'murder', 'murder')", "mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')", "n.gender = 'f'", "t.production_year > 1965"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete'", "ci.note IN ('(production assistant)', '(production assistant)', '(production assistant)', '(production assistant)', '(production assistant)')", "it.info = 'countries'", "it.info = 'votes'", "k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')", "mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')", "n.gender = 'f'", "t.production_year > 2009"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete+verified'", "ci.note IN ('(executive producer)', '(executive producer)', '(producer)', '(producer)', '(executive producer)')", "it.info = 'countries'", "it.info = 'top 250 rank'", "k.keyword IN ('based-on-novel', 'independent-film', 'based-on-novel', 'based-on-novel', 'independent-film')", "mi.info IN ('USA', 'English', 'English', 'English', 'USA')", "n.gender = 'm'", "t.production_year > 1982"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete+verified'", "ci.note IN ('(producer)', '(producer)', '(producer)', '(producer)', '(producer)')", "it.info = 'countries'", "it.info = 'votes distribution'", "k.keyword IN ('female-nudity', 'female-nudity', 'murder', 'murder', 'female-nudity')", "mi.info IN ('Drama', 'PCS:Spherical', 'UK', 'Color', 'PCS:Spherical')", "n.gender = 'f'", "t.production_year > 1974"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete+verified'", "ci.note IN ('(producer)', '(producer)', '(producer)', '(producer)', '(producer)')", "it.info = 'countries'", "it.info = 'top 250 rank'", "k.keyword IN ('female-nudity', 'murder', 'murder', 'murder', 'female-nudity')", "mi.info IN ('USA', 'English', 'USA', 'USA', 'English')", "n.gender = 'f'", "t.production_year > 1909"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete'", "ci.note IN ('(uncredited)', '(written by)', '(voice)', '(uncredited)', '(uncredited)')", "it.info = 'countries'", "it.info = 'votes distribution'", "k.keyword IN ('female-nudity', 'murder', 'murder', 'female-nudity', 'female-nudity')", "mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')", "n.gender = 'f'", "t.production_year > 1975"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete'", "ci.note IN ('(voice)', '(creator)', '(producer)', '(production coordinator)', '(uncredited)')", "it.info = 'countries'", "it.info = 'votes distribution'", "k.keyword IN ('independent-film', 'independent-film', 'independent-film', 'independent-film', 'based-on-novel')", "mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')", "n.gender = 'm'", "t.production_year > 1995"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete+verified'", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "it.info = 'genres'", "it.info = 'votes'", "k.keyword IN ('female-nudity', 'murder', 'female-nudity', 'murder', 'murder')", "mi.info IN ('UK', 'RAT:1.33 : 1', 'Comedy', 'UK', 'RAT:1.33 : 1')", "n.gender = 'f'", "t.production_year > 1994"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete'", "ci.note IN ('(producer)', '(producer)', '(producer)', '(producer)', '(producer)')", "it.info = 'countries'", "it.info = 'rating'", "k.keyword IN ('sex', 'sex', 'sex', 'sex', 'sex')", "mi.info IN ('USA', 'USA', 'Color', 'Color', 'Short')", "n.gender = 'f'", "t.production_year > 2008"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete+verified'", "ci.note IN ('(executive producer)', '(voice)', '(executive producer)', '(voice)', '(voice)')", "it.info = 'countries'", "it.info = 'rating'", "k.keyword IN ('dog', 'based-on-play', 'blood', 'father-son-relationship', 'oral-sex')", "mi.info IN ('USA', 'USA', 'Color', 'Short', 'English')", "n.gender = 'm'", "t.production_year > 1943"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete+verified'", "ci.note IN ('(producer)', '(production assistant)', '(producer)', '(executive producer)', '(executive producer)')", "it.info = 'genres'", "it.info = 'top 250 rank'", "k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')", "mi.info IN ('Drama', 'OFM:35 mm', 'Mono', 'RAT:1.33 : 1', 'PFM:35 mm')", "n.gender = 'm'", "t.production_year > 1990"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete+verified'", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "it.info = 'countries'", "it.info = 'votes'", "k.keyword IN ('family-relationships', 'bare-chested-male', 'nudity', 'family-relationships', 'husband-wife-relationship')", "mi.info IN ('UK', 'Black and White', 'UK', 'Short', 'PCS:Spherical')", "n.gender = 'f'", "t.production_year > 2000"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete+verified'", "ci.note IN ('(producer)', '(producer)', '(executive producer)', '(executive producer)', '(executive producer)')", "it.info = 'genres'", "it.info = 'rating'", "k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')", "mi.info IN ('Drama', '-', '-', 'OFM:35 mm', 'OFM:35 mm')", "n.gender = 'm'", "t.production_year > 1999"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete'", "ci.note IN ('(production assistant)', '(executive producer)', '(producer)', '(production assistant)', '(executive producer)')", "it.info = 'genres'", "it.info = 'rating'", "k.keyword IN ('female-nudity', 'murder', 'murder', 'female-nudity', 'female-nudity')", "mi.info IN ('UK', 'UK', 'Comedy', 'Documentary', 'Comedy')", "n.gender = 'm'", "t.production_year > 1990"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete+verified'", "ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(voice)')", "it.info = 'countries'", "it.info = 'top 250 rank'", "k.keyword IN ('female-nudity', 'female-nudity', 'female-nudity', 'female-nudity', 'murder')", "mi.info IN ('Comedy', 'UK', 'Documentary', 'Silent', 'Comedy')", "n.gender = 'f'", "t.production_year > 1970"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete'", "ci.note IN ('(producer)', '(producer)', '(voice)', '(uncredited)', '(producer)')", "it.info = 'countries'", "it.info = 'votes'", "k.keyword IN ('bare-breasts', 'family-relationships', 'sequel', 'based-on-play', 'revenge')", "mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')", "n.gender = 'f'", "t.production_year > 1905"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete'", "ci.note IN ('(voice)', '(voice)', '(voice)', '(executive producer)', '(voice)')", "it.info = 'countries'", "it.info = 'votes'", "k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')", "mi.info IN ('Color', 'Color', 'Color', 'USA', 'Color')", "n.gender = 'm'", "t.production_year > 1984"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete'", "ci.note IN ('(producer)', '(producer)', '(executive producer)', '(producer)', '(producer)')", "it.info = 'genres'", "it.info = 'votes'", "k.keyword IN ('mahdi', 'character-says-lest-we-forget', 'briefcase-as-weapon', 'winner', 'zizkov-prague-czechoslovakia')", "mi.info IN ('Comedy', 'Black and White', 'PCS:Spherical', 'Black and White', 'Black and White')", "n.gender = 'm'", "t.production_year > 1913"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete+verified'", "ci.note IN ('(producer)', '(producer)', '(producer)', '(producer)', '(producer)')", "it.info = 'countries'", "it.info = 'votes distribution'", "k.keyword IN ('revenge', 'husband-wife-relationship', 'surrealism', 'family-relationships', 'revenge')", "mi.info IN ('Color', 'USA', 'English', 'USA', 'USA')", "n.gender = 'f'", "t.production_year > 1909"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete'", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "it.info = 'genres'", "it.info = 'top 250 rank'", "k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')", "mi.info IN ('Drama', 'English', 'English', 'English', 'Color')", "n.gender = 'm'", "t.production_year > 1969"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete'", "ci.note IN ('(executive producer)', '(executive producer)', '(executive producer)', '(executive producer)', '(executive producer)')", "it.info = 'countries'", "it.info = 'votes'", "k.keyword IN ('mexican-independence-war', 'the-vikings', 'mother-abandonment', 'storage-facility', 'reference-to-anita-ekberg')", "mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')", "n.gender = 'f'", "t.production_year > 1945"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete'", "ci.note IN ('(archive footage)', '(written by)', '(creator)', '(creator)', '(written by)')", "it.info = 'genres'", "it.info = 'votes'", "k.keyword IN ('based-on-novel', 'based-on-novel', 'independent-film', 'independent-film', 'based-on-novel')", "mi.info IN ('RAT:1.37 : 1', 'Crime', 'RAT:1.33 : 1', 'USA:R', 'RAT:1.37 : 1')", "n.gender = 'm'", "t.production_year > 1944"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete'", "ci.note IN ('(associate producer)', '(associate producer)', '(writer)', '(associate producer)', '(associate producer)')", "it.info = 'countries'", "it.info = 'votes distribution'", "k.keyword IN ('female-nudity', 'murder', 'murder', 'murder', 'female-nudity')", "mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')", "n.gender = 'f'", "t.production_year > 2007"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete'", "ci.note IN ('(production assistant)', '(production assistant)', '(production assistant)', '(production assistant)', '(production assistant)')", "it.info = 'genres'", "it.info = 'votes distribution'", "k.keyword IN ('female-nudity', 'murder', 'female-nudity', 'female-nudity', 'female-nudity')", "mi.info IN ('Romance', 'USA:Approved', 'Romance', 'Romance', 'USA:Approved')", "n.gender = 'm'", "t.production_year > 2006"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete'", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "it.info = 'genres'", "it.info = 'top 250 rank'", "k.keyword IN ('violence', 'male-nudity', 'father-daughter-relationship', 'blood', 'husband-wife-relationship')", "mi.info IN ('Comedy', 'Drama', 'Color', 'OFM:35 mm', 'USA')", "n.gender = 'm'", "t.production_year > 1943"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete'", "ci.note IN ('(creator)', '(producer)', '(producer)', '(producer)', '(written by)')", "it.info = 'countries'", "it.info = 'rating'", "k.keyword IN ('fake-death', 'cryology', 'u.s.-civil-service-commission', 'sex-with-sister', 'illegal-experimentation')", "mi.info IN ('USA', 'Mono', 'OFM:35 mm', 'Mono', 'USA')", "n.gender = 'm'", "t.production_year > 1960"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete+verified'", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "it.info = 'genres'", "it.info = 'top 250 rank'", "k.keyword IN ('surrealism', 'non-fiction', 'dog', 'revenge', 'revenge')", "mi.info IN ('English', 'Color', 'English', 'Drama', 'Black and White')", "n.gender = 'm'", "t.production_year > 1994"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete+verified'", "ci.note IN ('(executive producer)', '(executive producer)', '(executive producer)', '(executive producer)', '(executive producer)')", "it.info = 'genres'", "it.info = 'rating'", "k.keyword IN ('based-on-novel', 'independent-film', 'independent-film', 'independent-film', 'based-on-novel')", "mi.info IN ('Comedy', 'PFM:35 mm', 'Color', 'USA', 'USA:Approved')", "n.gender = 'm'", "t.production_year > 1910"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete+verified'", "ci.note IN ('(production assistant)', '(written by)', '(voice)', '(production assistant)', '(production assistant)')", "it.info = 'countries'", "it.info = 'rating'", "k.keyword IN ('father-daughter-relationship', 'father-daughter-relationship', 'husband-wife-relationship', 'surrealism', 'male-nudity')", "mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')", "n.gender = 'f'", "t.production_year > 2009"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete'", "ci.note IN ('(producer)', '(producer)', '(production assistant)', '(executive producer)', '(production assistant)')", "it.info = 'countries'", "it.info = 'rating'", "k.keyword IN ('hardcore', 'hardcore', 'hardcore', 'hardcore', 'hardcore')", "mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')", "n.gender = 'm'", "t.production_year > 1996"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete'", "ci.note IN ('(production assistant)', '(production assistant)', '(production assistant)', '(production assistant)', '(production assistant)')", "it.info = 'countries'", "it.info = 'votes distribution'", "k.keyword IN ('sex', 'sex', 'sex', 'sex', 'sex')", "mi.info IN ('Cat-A-Lion: Why don''t you make up a poem, Audrey?::Audrey Duck: I don''t want to interrupt this class anymore than I have.::Harriet Elizabeth Cow: But we''d be glad to hear a poem, Audrey. That''s all part of learning.::Audrey Duck: Well, let me see then... It''s been a very special day, with feelings that were sad and glad. But now we know for sure these things: that owls are owls and ducks are ducks and queens are queens and kings are kings.', 'Singapore:14 April 2005', 'Spain', 'CHAR: When Gabriella and Troy are running around the set (specifically the moon) as they are about to finish singing "Breaking Free", a glimpse of Ryan bobbing his head to the beat is seen. Ryan and Sharpay are supposed to be annoyed because Ms. Darbus allowed Gabriella and Troy to continue with their callback audition.', 'Deputy Marshal Samuel Gerard: Newman, what are you doing?::Newman: I''m thinking.::Deputy Marshal Samuel Gerard: Well, think me up a cup of coffee and a chocolate doughnut with some of those little sprinkles on top, while you''re thinking.')", "n.gender = 'f'", "t.production_year > 1965"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete+verified'", "ci.note IN ('(voice)', '(voice)', '(uncredited)', '(voice)', '(archive footage)')", "it.info = 'countries'", "it.info = 'votes'", "k.keyword IN ('independent-film', 'independent-film', 'based-on-novel', 'based-on-novel', 'independent-film')", "mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')", "n.gender = 'm'", "t.production_year > 1958"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete'", "ci.note IN ('(production assistant)', '(production assistant)', '(production assistant)', '(production assistant)', '(production assistant)')", "it.info = 'genres'", "it.info = 'votes distribution'", "k.keyword IN ('death', 'number-in-title', 'oral-sex', 'male-nudity', 'violence')", "mi.info IN ('Crime', 'Crime', 'Sweden:15', 'Action', 'RAT:1.85 : 1')", "n.gender = 'f'", "t.production_year > 2006"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete+verified'", "ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(voice)')", "it.info = 'countries'", "it.info = 'top 250 rank'", "k.keyword IN ('revenge', 'based-on-play', 'blood', 'oral-sex', 'one-word-title')", "mi.info IN ('USA', 'Color', 'USA', 'English', 'English')", "n.gender = 'm'", "t.production_year > 1996"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete+verified'", "ci.note IN ('(producer)', '(producer)', '(executive producer)', '(producer)', '(executive producer)')", "it.info = 'countries'", "it.info = 'votes distribution'", "k.keyword IN ('based-on-novel', 'independent-film', 'based-on-novel', 'based-on-novel', 'independent-film')", "mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')", "n.gender = 'm'", "t.production_year > 2001"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete+verified'", "ci.note IN ('(executive producer)', '(writer)', '(co-producer)', '(writer)', '(co-producer)')", "it.info = 'genres'", "it.info = 'votes'", "k.keyword IN ('father-daughter-relationship', 'friendship', 'violence', 'nudity', 'husband-wife-relationship')", "mi.info IN ('Black and White', 'Drama', '-', 'Black and White', 'Drama')", "n.gender = 'f'", "t.production_year > 2000"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete+verified'", "ci.note IN ('(executive producer)', '(producer)', '(production assistant)', '(production assistant)', '(producer)')", "it.info = 'genres'", "it.info = 'top 250 rank'", "k.keyword IN ('murder', 'female-nudity', 'murder', 'female-nudity', 'murder')", "mi.info IN ('Comedy', 'PCS:Spherical', 'Black and White', 'Comedy', 'Black and White')", "n.gender = 'm'", "t.production_year > 1975"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete+verified'", "ci.note IN ('(written by)', '(written by)', '(written by)', '(production assistant)', '(production assistant)')", "it.info = 'countries'", "it.info = 'votes'", "k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')", "mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')", "n.gender = 'm'", "t.production_year > 2005"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete'", "ci.note IN ('(executive producer)', '(writer)', '(production assistant)', '(producer)', '(production assistant)')", "it.info = 'genres'", "it.info = 'bottom 10 rank'", "k.keyword IN ('violence', 'friendship', 'one-word-title', 'non-fiction', 'police')", "mi.info IN ('Comedy', 'Comedy', 'PCS:Spherical', 'Comedy', 'Comedy')", "n.gender = 'm'", "t.production_year > 1998"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete'", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "it.info = 'genres'", "it.info = 'votes'", "k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')", "mi.info IN ('Short', 'Color', 'English', 'Color', 'Color')", "n.gender = 'm'", "t.production_year > 1942"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete'", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "it.info = 'genres'", "it.info = 'top 250 rank'", "k.keyword IN ('sex', 'sex', 'sex', 'sex', 'sex')", "mi.info IN ('Color', 'Color', 'Color', 'English', 'Drama')", "n.gender = 'm'", "t.production_year > 1894"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete'", "ci.note IN ('(producer)', '(producer)', '(producer)', '(producer)', '(producer)')", "it.info = 'countries'", "it.info = 'rating'", "k.keyword IN ('sex', 'sex', 'sex', 'sex', 'sex')", "mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')", "n.gender = 'm'", "t.production_year > 2007"],
